	Heart	Liver	Ovary	Testis	lung	Adrenal	Gallbladder	Pancreas	Kidney	esophagus	colon	Rectum	urinary_bladder	prostate	placenta
BCL2L1	0	35.37	0	0	107.44	94.86	0	57.25	96.01	67.27	0	46.72	0	0	152.42
WDR45B	0	0	98.23	177.02	0	0	0	0	0	45.97	33.12	0	0	52.53	0
APOL6	0	48.33	0	0	0	0	0	0	0	0	0	0	0	0	0
BDH1	0	4877.77	147.2	101.06	73.35	97.14	34.17	39.08	688.23	0	926.58	478.47	43.31	236.16	0
GPKOW	31.08	35.28	17.92	110.75	0	0	24.97	114.21	0	0	48.35	23.3	0	19.17	0
RRP12	22.59	121.82	104.23	120.75	19.48	163.36	18.15	134.91	8.7	48.78	8.79	33.88	11.5	27.87	27.63
COL8A2	0	0	0	0	0	0	0	22.18	0	0	0	0	0	0	0
SPC25	0	0	35.8	73.72	0	0	0	0	0	0	0	0	0	0	0
DNMT1	0	5.03	61.33	121.05	15.28	0	21.36	32.57	0	0	13.79	13.29	13.53	21.86	119.22
MALSU1	0	0	107.32	73.67	0	188.85	0	113.97	47.78	200.88	0	46.51	0	38.26	0
PRKCH	41.72	0	24.06	0	53.94	0	0	0	0	0	0	0	21.23	0	0
CSNK1A1	41.72	94.71	240.56	297.27	143.84	31.75	0	191.61	32.13	585.38	194.69	62.55	84.93	102.91	51.01
SNX15	0	0	24.45	25.18	0	0	0	38.95	32.66	0	65.95	63.57	64.74	0	51.84
LTK	8.85	10.05	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMG3	0	140.63	357.2	441.41	106.79	94.29	0	113.8	95.43	0	96.36	92.88	189.17	0	0
MPP7	0	0	57.15	0	21.36	0	39.8	227.6	19.08	26.74	77.08	111.45	113.5	106.96	181.78
HSP90AA2	20.62	0	23.78	48.98	35.55	0	0	0	31.77	0	32.08	0	0	25.43	302.58
MTOR	2.81	51.03	155.54	126.81	14.53	47.05	18.05	51.62	0	12.13	17.48	12.64	31.46	27.73	20.61
C10orf95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCKSL1	41.56	141.54	814.92	1184.74	214.97	253.07	534.16	76.36	64.03	0	129.32	186.97	42.31	205.07	203.3
FASN	41.56	6938.39	657.36	613.48	1172.02	1943.08	763.02	1019.92	64.03	1538.1	360.21	730.02	386.82	889.81	595.35
HDAC6	6.18	175.28	249.32	256.75	0	37.61	0	22.7	19.03	0	9.61	18.52	6.29	15.24	0
SNX8	0	0	124.66	165.05	0	47.01	49.61	113.47	0	0	96.08	0	0	0	75.53
DVL2	10.28	0	23.72	85.48	0	15.65	16.52	37.78	0	0	47.98	30.83	52.33	50.73	0
HOXA6	0	34.98	35.54	0	0	0	0	0	0	0	0	0	0	0	0
LPA	0	38.6	14.94	5.77	61.41	7.39	93.64	5.95	12.47	10.49	47.86	4.86	8.24	0	0
SUPT4H1	0	0	70.96	73.07	318.21	93.65	0	113.04	0	0	0	92.25	0	0	0
PHKA1	41.38	6.71	0	21.06	10.19	0	0	10.86	0	12.76	9.2	0	6.02	14.58	0
MATN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP1	0	174.38	124.02	182.45	26.48	46.77	49.36	225.79	0	0	0	46.07	0	37.9	37.57
C9orf135	0	0	0	0	0	0	0	0	47.29	0	0	0	0	0	0
SNX17	30.69	69.67	194.66	127.56	0	0	98.6	140.95	47.28	0	143.21	69.02	78.1	113.56	37.53
TUSC3	0	0	212.35	145.79	35.27	93.42	0	0	0	0	0	0	0	0	650.45
FAM65A	0	0	21.23	14.57	0	0	9.86	22.54	0	0	9.54	0	0	0	15
CALCRL	0	0	17.69	0	502.34	23.34	24.64	28.18	0	0	0	0	0	0	0
XPC	7.66	34.78	141.37	172.88	39.62	34.98	36.92	112.6	0	16.54	0	22.97	0	47.25	18.74
YEATS4	30.63	0	247.29	254.66	0	46.63	0	56.28	0	0	47.65	0	0	0	0
YARS	41.17	1448.85	1028.86	1483.3	567.87	1441.48	352.76	1916.35	317.16	237.03	576.45	637.96	516.94	795.65	738.44
NCDN	41.17	35.05	154.32	97.79	0	62.67	16.53	18.91	0	0	144.1	0	41.91	126.96	0
AIF1L	0	0	54.85	112.96	0	72.39	0	262.12	879.2	0	0	0	96.82	175.98	232.62
HOMER3	0	0	0	0	35.13	31.02	32.73	149.74	31.39	0	0	0	0	25.13	0
ZBED8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSTPIP2	20.89	23.71	0	0	36.01	63.59	33.56	38.38	0	0	32.5	0	0	25.77	51.09
BET1	0	138.67	422.67	435.26	105.3	278.93	0	448.88	0	0	0	91.59	0	0	0
RNF31	0	38.5	39.12	64.46	0	30.98	10.9	74.78	0	0	10.55	30.52	13.81	16.74	0
C6orf70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC24A	0	315.47	31.27	48.3	0	123.81	21.78	136.99	0	0	10.54	30.49	0	33.44	66.31
AIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3GL2	0	0	23.43	72.37	0	0	0	186.59	0	0	0	0	20.68	0	0
ATP6AP2	20.81	70.86	191.99	123.57	35.87	158.37	0	114.69	32.06	0	32.37	31.2	21.18	25.67	50.89
TARBP2	0	0	0	24.69	0	0	0	152.8	0	0	0	0	0	25.65	0
IL26	40.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSN1	0	0	23.36	48.12	0	0	0	37.22	0	0	31.51	30.38	0	24.99	0
MIA3	15.19	439.78	219.03	433.07	19.65	323.77	36.61	286.11	11.7	8.2	59.09	34.17	61.87	140.55	102.18
SLC1A3	40.88	0	94.29	32.37	0	20.74	0	25.03	0	147.08	0	0	0	0	99.97
DST	16.98	9.64	38.07	32.48	17.89	63.17	9.09	31.19	0	18.32	41.08	14.14	23.04	34.9	6.92
RBM8A	40.81	138.98	1129.65	1405.65	633.24	1056.08	524.49	1424.64	314.37	88.1	634.87	673.15	332.37	704.77	1397.37
GULP1	0	0	135.71	223.61	40.57	35.82	113.42	43.24	36.26	0	73.22	105.87	47.92	58.06	115.12
ADH1A	40.73	6726.83	0	0	140.43	309.98	752.42	2095.21	156.87	0	380.15	610.71	1409.68	50.24	0
PLCE1	0	0	0	0	0	0	5.04	0	0	6.77	0	0	0	3.87	0
CAV3	376.25	0	0	0	0	0	0	0	0	203.06	0	0	0	0	0
FBXO40	40.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM105B	20.16	68.65	116.25	167.6	0	0	64.77	111.12	0	0	31.36	0	20.52	74.6	0
SH3GL3	0	0	0	49.08	0	0	0	0	0	0	0	0	21.03	0	0
PCIF1	0	11.42	232.09	167.3	0	61.26	0	166.38	0	0	125.22	90.53	20.49	49.65	0
RANBP10	0	54.8	27.84	28.67	0	0	38.77	88.69	0	0	37.55	18.1	12.29	29.77	0
RASGRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GJA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF123	16.4	24.82	50.43	84.39	0	0	17.56	20.08	0	0	17	8.2	38.95	20.22	26.73
DLGAP4	15.03	0	52	62.48	12.96	0	24.14	27.61	0	0	23.38	0	38.25	46.35	36.76
VARS	40.45	983.86	1112.91	1166.65	587.75	554.12	380.58	1549.94	249.26	311.85	449.43	502.53	294.11	392	296.77
UBL7	0	0	23.11	47.59	0	0	0	73.63	30.87	86.51	0	30.04	20.4	0	49
PDF	0	272.87	0	71.38	0	0	48.27	165.62	92.59	0	0	45.06	0	37.06	0
ZNF787	0	0	138.54	0	0	0	0	36.78	0	0	0	60.04	40.76	49.39	0
FAM92B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPSF3L	23.99	13.62	13.84	28.5	103.41	18.26	19.27	22.04	36.96	25.9	0	0	0	0	29.34
DNASE2	0	46.56	0	0	0	124.86	65.89	37.68	63.19	0	95.7	30.75	0	50.59	0
PON3	0	4722.46	94.54	243.4	0	0	263.38	188.26	0	0	0	0	0	0	0
CNTFR	0	0	46.08	23.73	0	30.41	32.09	0	0	0	0	0	20.34	24.64	0
GIMAP5	0	0	26.87	55.33	602.39	35.46	261.94	85.59	0	0	108.71	69.86	23.71	28.73	0
TTI1	0	0	0	39.49	0	0	10.68	0	0	0	0	0	6.77	0	0
MDM1	40.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMA3	4.43	2.51	86.81	21.03	1293.86	3.37	64.01	44.74	0	14.34	17.22	36.52	45.07	180.23	0
CPN2	40.21	76.08	61.84	63.68	161.76	142.82	344.52	0	20.65	57.87	62.55	60.3	27.29	16.53	0
TRIM56	9.96	67.84	114.88	94.64	17.17	136.46	48.01	201.31	15.35	21.5	108.47	59.74	30.42	98.29	48.72
PDE1C	40.2	0	57.96	0	0	0	0	0	0	0	0	0	61.39	12.4	0
MYO6	0	166.19	662.91	727.74	317.85	214.61	104.53	418.43	768.57	35.12	168.71	187.01	99.36	200.66	13.26
ACE	5.42	24.62	162.57	173.86	514.09	57.77	43.55	39.84	684.92	46.82	33.74	48.78	27.6	86.94	0
GATAD2A	11.93	54.15	68.77	169.97	41.12	0	19.16	87.64	0	0	37.1	0	0	29.42	0
TRMT1L	0	0	114.52	200.48	0	166.26	31.9	72.97	0	0	0	14.89	20.22	0	0
FAM45A	40.07	181.94	161.75	237.96	69.08	152.49	0	73.62	185.2	0	93.5	60.09	61.19	98.85	147
TARS2	40.07	409.33	46.21	71.38	17.27	106.73	16.09	128.82	92.59	0	46.75	15.02	0	37.07	0
ZNHIT1	0	0	0	54.97	0	0	0	0	0	0	0	0	0	0	0
ATF2	0	0	17.17	17.68	0	0	0	54.69	0	0	0	0	0	0	0
UTP3	0	0	68.64	17.67	0	67.94	0	54.67	0	64.24	0	22.31	0	0	0
LCN9	40.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTNNAL1	9.91	11.25	228.62	129.49	0	90.52	15.92	18.21	0	0	61.67	29.72	90.81	12.23	0
ATG16L1	0	13.5	137.13	324.8	20.5	0	38.2	109.23	0	0	184.97	71.32	157.36	190.67	58.16
EEA1	39.97	470.72	484.02	611.18	568.49	425.88	409.32	1174.93	300.19	312.79	373.06	711.7	142.41	499.17	610.95
ANKS1A	13.19	14.97	197.71	336.72	11.37	60.22	31.78	72.68	0	0	71.8	59.32	100.68	73.2	16.13
FOCAD	0	13.82	23.4	19.27	6.99	80.28	0	37.27	0	0	6.31	0	8.26	5	9.92
UBR1	12.16	4.6	88.84	81.86	0	12.34	71.64	89.38	0	8.75	18.92	48.63	66.03	60.01	0
AKT1S1	0	33.65	34.19	105.62	0	45.12	0	217.84	0	0	0	0	60.35	73.13	0
ZNF627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETD7	39.87	113.13	22.99	142.04	68.73	30.34	192.13	36.62	0	43.03	124.03	119.56	142.04	221.29	97.5
HSPA14	0	117.71	239.19	527.81	0	45.1	0	136.08	0	0	23.04	0	0	36.54	0
NAAA	0	436.94	0	0	104.78	92.51	32.54	37.22	93.63	0	157.58	151.89	0	149.94	0
RBM4B	0	22.95	186.53	192.09	0	0	32.48	482.86	31.15	43.64	94.35	60.63	41.16	0	197.78
MST1	0	34.41	81.59	84.02	0	0	162.34	18.57	0	0	47.16	0	10.29	37.4	0
GK	39.76	30.09	15.29	47.22	0	0	0	24.35	122.51	0	20.62	0	13.49	0	0
CMYA5	39.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCUN1D5	0	0	0	105.14	0	0	0	0	0	0	0	44.25	30.04	36.4	0
RGS14	39.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB4	0	66.76	33.91	34.92	101.39	0	141.71	0	90.6	0	0	44.09	0	36.27	71.92
C2CD5	0	25.03	127.14	218.21	0	22.37	11.81	162.03	0	0	34.3	11.02	22.44	72.52	35.95
PPM1L	39.54	22.44	0	23.48	0	0	31.76	0	0	0	0	0	0	0	0
SEC13	411.1	1062.91	684.84	1003.61	708.73	486.7	550.33	1007.04	809.26	690.26	639.5	719.16	627.73	647.93	1675.67
EMILIN1	0	1209.32	3642.19	3913.36	6218.53	2525.16	4926.45	3299.49	2051.63	1462.09	3361.92	4393.03	4477.51	3379.11	1098.04
RABIF	0	0	67.65	208.98	0	178.56	0	107.76	90.36	0	91.24	87.95	179.12	217.04	143.45
YPEL5	0	0	270.52	139.29	0	357.05	94.2	107.74	0	0	91.22	87.93	119.39	72.33	0
HDAC7	39.43	8.95	36.38	28.1	13.6	12	25.34	14.49	12.15	0	0	11.83	24.08	29.18	0
WDR63	39.43	0	0	9.37	0	0	0	0	0	0	0	0	0	0	0
OSBPL9	0	55.38	180.06	220.19	0	14.85	47.03	89.64	15.03	0	30.36	14.63	29.8	72.22	71.59
KLKB1	0	12.91	131.17	135.08	39.22	190.43	310.59	41.79	52.56	24.55	212.31	17.05	185.24	154.31	0
ERO1LB	0	0	34.97	144.04	0	69.23	0	557.05	0	0	0	0	0	0	0
SLC30A7	0	221.35	67.47	92.64	134.47	89.05	0	179.13	120.17	0	121.34	87.72	39.7	144.32	286.14
TERF2	0	16.59	67.41	86.77	25.19	22.24	0	80.54	0	0	0	0	0	18.02	0
WDR91	9.74	44.22	269.58	219.77	16.79	222.37	78.23	178.93	0	0	75.75	58.41	69.4	96.1	0
CCDC132	7.3	16.58	176.83	130.07	25.17	177.82	11.73	134.14	0	0	22.72	21.9	7.43	63.04	0
PLEKHF2	0	66.29	33.68	104.04	100.68	0	0	107.3	269.92	0	45.42	43.78	59.45	36.02	0
STK4	0	33.13	84.14	294.6	25.16	0	0	268.07	0	0	22.7	65.64	74.27	36	35.69
RBPJ	0	0	185.09	225.25	0	0	0	53.61	0	0	0	0	0	35.99	35.68
HDAC8	0	0	22.42	46.17	0	0	0	35.71	0	0	0	29.15	0	47.95	0
GOLGB1	4.32	124.97	365.98	330.73	22.33	282.59	52.02	495.75	23.28	18.64	87.31	74.45	4.39	130.47	179.5
CD55	39.21	0	746.2	535.57	980.25	268.6	598.43	216.13	0	84.65	488	1528.75	818.32	120.92	47.95
LETMD1	19.42	110.24	0	23.07	33.49	118.26	0	35.69	29.92	0	0	0	0	0	47.5
SLC1A4	0	66.14	67.2	103.8	0	221.73	0	53.53	0	62.89	45.32	0	14.83	17.97	0
NDUFA10	0	1198.34	1033.76	804.33	480.76	1091.51	575.96	768.5	2178.76	473.01	929.57	686.95	770.52	589.66	1023.01
COMP	39.19	0	11.3	11.63	0	29.82	157.37	683.92	0	63.44	121.91	44.07	9.97	193.33	95.83
LOC100509861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO5A	0	0	30.42	67.13	6.5	45.89	18.16	96.93	0	0	23.45	0	3.84	27.89	0
PWP1	0	0	100.61	120.88	0	199.18	0	26.71	0	0	67.85	65.4	59.2	35.87	0
BCL2L2	39.13	0	180.5	139.41	0	178.67	62.85	0	60.28	0	365.19	58.67	278.81	241.3	0
PNMA2	39.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFITM1	581.29	857.78	1407.84	1173.63	1202.57	707.85	1960.96	1174.76	626.87	0	632.98	1045.93	532.56	1434	426.49
CHST11	39.07	0	45.06	46.4	67.35	59.47	188.27	0	60.19	0	0	205.03	59.65	24.09	0
MEF2D	0	0	33.47	0	0	0	23.31	53.32	0	0	0	0	0	0	0
PREPL	38.69	10.98	111.54	91.89	0	0	15.54	35.54	0	0	0	29	68.92	47.72	0
MEOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF34	38.99	0	0	46.3	0	0	31.31	0	0	42.08	0	0	0	0	0
GLUL	19.3	0	511.87	641.71	66.54	146.87	216.99	389.98	118.92	0	210.13	462.96	373.23	428.44	188.78
GABARAPL1	0	0	66.66	0	0	0	0	0	89.04	0	0	0	0	0	282.71
DHX38	0	13.12	133.26	164.67	9.96	70.35	9.28	74.3	8.9	0	8.99	17.33	11.76	42.76	14.13
DYDC1	38.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM5	0	0	329.93	468.63	17.01	0	15.85	18.12	0	63.89	92.07	14.79	0	12.17	193
CSRP2	38.74	175.89	1161.58	1380.21	1536.03	471.72	1991.32	2135.11	1551.66	250.88	783.39	1045.54	1222.46	1529.02	3031.66
ATP7A	29.81	0	0	5.9	8.57	7.56	0	9.13	0	10.73	0	0	5.06	24.51	0
ANKRD28	0	89.72	207.17	264.55	12.39	0	0	66.01	11.07	0	55.89	21.55	14.63	44.32	0
DGKA	0	0	67.98	105	0	0	15.78	72.19	0	63.62	91.69	73.65	70	242.34	0
KAT7	11.49	0	172.28	163.76	0	34.98	0	105.55	0	0	0	51.69	0	14.17	56.2
MVK	0	586.03	507.21	567.73	0	232.84	0	210.78	117.83	0	118.98	0	38.93	117.93	0
RBMXL1	38.52	218.64	288.78	366.01	66.41	87.96	0	318.49	0	0	59.93	86.64	39.22	118.79	282.64
ERGIC2	19.08	43.31	132.01	158.6	32.89	29.04	0	35.05	29.39	0	29.68	28.61	19.42	70.59	139.97
FAM53A	0	0	0	0	0	0	30.62	0	29.37	0	0	0	0	0	0
SEMA3B	0	0	22.52	0	0	193.24	15.69	17.94	0	21.08	15.19	0	0	12.05	310.47
NME6	38.39	0	132.84	136.79	0	116.88	0	211.61	59.15	0	119.45	0	0	0	0
ZNF385D	38.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAPGEFL1	11.08	0	0	0	0	0	53.39	0	0	23.92	0	0	0	0	0
NMT2	0	80.85	98.58	236.86	24.56	21.68	0	26.17	0	0	0	21.36	29	35.14	34.84
LEPROT	0	64.64	65.68	67.63	0	346.73	0	209.25	0	0	88.59	0	115.94	0	0
PCYT1A	19.45	198.71	426.23	508.23	100.6	384.9	156.23	464.57	119.86	41.99	242.06	262.49	178.21	167.95	332.99
ZSWIM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1LC3A	0	0	131.19	0	0	0	0	0	0	0	0	0	57.9	140.31	0
PLOD1	0	110.28	246.5	311.54	50.25	177.46	140.46	107.1	0	0	181.36	29.14	69.23	179.75	594.01
SNCB	0	0	0	0	0	0	0	104.37	0	0	0	0	57.83	0	277.88
BOLA1	0	64.48	0	0	0	0	0	208.73	87.52	0	0	170.36	0	140.14	0
RBM28	0	42.99	141.94	123.68	0	28.82	15.21	86.97	0	0	14.73	14.2	0	11.68	0
CIZ1	0	0	56.14	86.72	13.99	24.7	0	44.72	0	0	0	0	0	0	0
EXO5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPCAT4	0	0	0	0	0	0	0	52.13	0	0	22.07	0	0	0	0
GOSR1	28.37	322.02	163.59	168.46	146.72	129.54	45.57	52.12	43.7	61.24	176.52	0	0	69.98	138.76
ANXA8	0	0	50.77	26.14	75.89	0	0	0	0	5511.49	0	0	246.45	298.62	1184.18
MTMR12	9.42	42.78	108.67	201.43	0	14.34	30.27	207.73	0	0	43.97	14.13	57.55	104.6	0
QRSL1	0	32.07	0	16.78	0	21.5	0	77.86	0	0	0	0	0	17.42	0
ASPRV1	0	0	0	0	0	0	0	0	0	47.37	0	0	0	0	0
FETUB	0	0	44.52	0	0	0	62.01	0	0	0	60.05	0	0	0	0
KPRP	37.97	0	131.37	105.22	87.28	115.59	142.32	23.25	77.99	0	19.69	322.61	103.07	187.33	0
COG7	0	32.01	260.21	290.29	16.21	171.72	0	172.72	0	0	87.74	14.1	0	92.77	0
CBX1	37.9	43.02	1223.84	1755.41	457.36	2365.2	547.93	1740.71	467.09	0	825.37	852.4	154.32	701.2	1112.24
SMG9	0	0	32.48	150.5	0	0	0	25.87	0	0	0	0	0	17.37	0
SLC26A4	37.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNNI3K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT3	37.8	0	0	0	0	19.18	0	0	0	435.24	0	18.89	0	15.54	0
FAM192A	0	0	32.38	66.69	0	85.47	45.1	154.74	0	0	0	0	0	34.63	0
NHLRC1	0	21.79	0	0	0	0	0	0	0	0	0	0	0	0	0
KHNYN	0	0	37.68	25.87	0	0	34.99	40.02	0	0	16.94	0	11.09	0	26.63
AAR2	0	21.2	150.74	243.94	0	0	59.99	68.61	0	0	58.09	28	38.02	92.13	0
GSC2	37.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKP1	0	691.36	1756.09	2531.76	1575.05	14171.35	1257.96	2237.99	1608.56	1878.36	2233.3	1696.06	1151.45	1985.49	2659.94
PTPLAD1	37.61	1387.64	976.06	826.44	453.93	2576.46	90.64	380.08	318.71	203	263.31	423	248.89	278.37	781.92
GABPB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1A	2.66	0	98.06	142.01	0	52.58	68.3	48.82	0	0	90.94	23.91	216.39	81.94	13
FEN1	0	108.16	417.6	520.57	65.71	116.03	61.23	385.14	0	82.28	296.46	142.88	38.8	188.05	233.04
FCGR1A	0	21.61	21.96	0	0	0	61.17	34.98	0	0	118.47	256.94	0	23.49	93.13
RPL22L1	0	126.16	0	0	0	0	0	510.47	0	0	0	0	0	0	0
ATF1	0	0	64.05	65.96	0	0	0	51.01	0	0	0	0	0	68.5	0
UBE4B	0	6.3	76.85	112.11	9.57	0	0	30.6	0	11.99	25.91	16.65	16.96	34.25	40.74
NANOS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.69
MTERFD2	0	0	0	0	0	0	0	33.93	0	39.86	0	0	0	0	0
C4orf32	0	62.88	511.1	526.33	0	252.96	355.95	203.55	0	0	0	0	0	0	0
RRBP1	37.27	5378.28	1025.35	1011.63	1514.37	2017.77	1017.69	7100.87	492.1	310.3	1267.07	1388.97	298.07	761.72	3385.17
CAMK1D	0	42.94	0	89.86	0	0	30.39	521.26	0	0	205.97	226.89	115.53	163.32	0
TP53	37.19	0	0	0	0	28.3	0	0	28.65	0	0	27.88	18.93	0	0
TRAPPC11	6.3	28.6	58.11	67.32	10.86	95.87	0	23.14	0	0	9.8	18.89	6.41	15.54	0
AGXT	18.87	22943.72	21.77	0	0	57.45	636.66	0	145.38	0	29.36	0	19.21	0	46.16
PPIL2	0	0	111.4	65.55	0	0	66.5	25.35	0	0	0	20.69	0	17.02	0
LHX4	0	0	21.71	0	0	0	0	0	0	0	0	0	0	0	0
ARAP1	0	5.68	57.72	23.78	69.02	76.18	40.2	101.14	0	10.8	7.79	30.02	30.57	30.87	73.44
MAPK8IP3	0	0	31.74	65.38	0	8.38	0	20.23	0	0	8.56	0	5.6	0	0
TMEM242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AES	36.95	0	0	87.76	0	0	0	67.88	0	0	114.95	55.4	75.22	227.86	271.07
IKBKB	0	21.29	194.66	222.73	48.5	71.37	30.13	51.68	0	20.24	72.93	28.12	28.64	69.4	45.87
FGD4	0	138.27	205.33	244.83	0	0	75.26	172.15	0	0	58.31	28.1	0	69.35	0
TSC22D3	0	0	0	0	0	0	88.04	100.7	0	0	0	0	0	135.21	0
RASL12	0	0	31.56	32.5	47.18	0	0	0	0	0	0	82.07	55.71	67.51	0
CTR9	0	20.71	161.28	187.75	10.48	37.02	9.77	33.51	0	0	9.46	0	0	0	0
KRT19	36.81	605.82	148.57	306	21416.35	84.04	4464.14	8621.99	6180.86	42192.99	7901.51	6871.24	4627.41	7082.51	32046.41
XKR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG4	18.22	41.37	210.17	400.4	31.42	194.18	73.19	318.07	14.04	0	56.7	54.65	18.55	101.15	66.85
LPHN2	0	5.64	45.85	53.12	68.54	7.56	47.9	0	0	0	0	0	0	30.65	0
GATA4	0	0	126.04	86.53	0	0	0	33.46	0	0	0	0	0	0	44.55
RHAG	36.73	104.23	0	0	284.96	27.96	0	33.74	56.59	0	0	0	0	22.65	0
MED4	0	30.98	0	129.64	0	0	0	50.14	0	0	0	0	0	33.66	0
DUX3	36.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT75	0	30.94	0	0	352.43	0	0	0	21	88.26	0	0	69.37	0	266.64
SORD	0	13607.49	1074.77	905.55	292.11	1515.23	1224.84	1167.36	7602.63	502.95	494.21	476.37	474.33	3474.56	155.39
ARFGEF1	0	8.83	152.46	147.77	13.41	71.02	12.49	78.58	23.96	0	24.19	34.98	43.54	47.96	57.05
SOCS2	36.61	0	42.22	0	0	0	0	0	0	0	0	0	37.27	45.16	0
NWD1	0	0	5.36	0	0	0	0	0	7.16	0	7.23	0	9.47	17.21	11.37
PPIH	0	143.91	536.11	552.08	364.27	321.63	0	776.4	130.21	0	394.43	570.29	387.17	834	310.05
VLDLR	8.45	0	29.22	0	0	0	0	15.52	0	0	0	0	0	0	20.66
PLCD4	0	0	0	0	0	0	0	0	0	0	100.92	0	113.21	11.43	0
VPS36	18.53	168.23	213.65	132.01	31.94	112.79	29.76	306.31	85.62	39.99	288.18	194.44	188.58	228.5	135.92
IPO8	0	23.05	78.05	96.45	11.67	20.6	0	12.43	0	0	10.53	0	13.78	0	16.55
NRD1	18.51	196.08	163.65	95.25	0	169.03	9.91	79.34	0	0	0	18.5	18.84	53.27	15.09
VCX	36.42	0	336	129.75	0	0	0	0	0	0	0	0	0	0	0
LARP1B	0	17.5	26.67	146.45	13.29	0	0	56.64	0	0	0	0	0	0	0
ADAM12	8.15	0	0	0	0	0	0	0	0	0	0	0	0	0	259.26
SCAMP1	21.41	0	246.87	483.03	258.33	228.08	103.16	825.88	296.8	46.21	266.39	224.68	87.16	396.05	104.7
RASA2	0	0	19.38	9.98	0	0	0	15.44	0	0	0	12.6	8.55	10.36	0
BCKDHB	640.01	726.48	130.26	201.2	162.26	372.48	0	345.83	782.99	81.27	87.85	56.45	38.32	92.87	230.18
CLIC1	1055.24	2600.96	2573.07	1897.77	4366.12	2845.32	2227.89	3046.52	6084.69	5076.74	3611.32	2169.96	3130.51	3086.63	7668.44
FAM186A	0	0	3.56	0	0	0	0	5.68	0	0	0	0	0	0	0
FEZ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.05
MTA2	10.82	147.38	461.69	462.59	186.53	181.16	104.28	357.8	66.67	140.14	168.31	178.46	55.07	173.49	185.23
TMEM255A	21.11	0	0	0	0	0	0	0	0	0	0	0	21.49	0	0
RRP36	0	0	31.39	64.65	0	0	0	0	0	0	0	0	0	0	0
DARS	568.27	1644.88	1736.76	1906.61	808.25	1643.49	1026.98	2009.77	1378.86	797.4	928.19	937.29	780.95	1139.03	903.36
INTS12	16.63	0	0	59.25	0	0	0	61.11	0	0	0	0	0	0	0
ACBD5	27.02	383.33	46.74	160.43	0	164.49	0	0	20.81	29.16	42.03	0	0	16.66	0
COL6A5	11.2	0	0	0	111.01	8.52	0	5.14	4.31	6.04	0	0	5.7	0	0
AACS	0	12.26	0	38.49	18.62	16.44	34.71	158.77	16.64	23.32	84.02	16.2	0	0	26.42
CCDC85C	0	20.38	0	21.32	30.95	0	144.21	32.99	0	38.76	83.79	215.37	237.6	88.58	0
ZER1	9.21	0	31.85	21.87	15.87	84.08	0	0	0	0	28.64	13.8	18.74	34.07	0
DCUN1D2	26.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD3	0	0	45.45	12.76	6.18	0	5.75	19.74	5.52	0	0	10.74	10.94	26.51	0
MDC1	7.16	0	239.54	353.01	0	5.45	0	52.63	0	0	0	0	0	0	0
MTHFD1L	0	8.71	26.55	82.01	26.46	140.15	0	84.58	0	0	0	0	0	0	93.83
CHID1	36.12	328.04	770.73	643.53	249.11	769.8	87.04	730.04	306.08	38.99	84.29	216.66	202.25	200.51	618.42
NAPSA	0	0	0	0	1572.45	0	0	0	1184.75	0	0	0	0	0	0
