ID	AveExpr	log2FC	Pvalue	FDR	Case	Control	des	substrates	direction	productions	subSystemes	genes
r1571	7.91415868905283	-0.218911953734245	0.735155032191576	0.972557428300583	7.81 +/- 1.55	8.03 +/- 1.71	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ala_L[e] + ile_L[c]	<=>	ala_L[c] + ile_L[e]	Transport, extracellular	SLC7A5
r1573	8.79283132881084	-0.0695039709001808	0.906062563827108	0.992331289744284	8.76 +/- 1.54	8.83 +/- 1.43	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	gln_L[e] + met_L[c]	<=>	gln_L[c] + met_L[e]	Transport, extracellular	SLC7A5
r1574	8.9256396996923	-0.0924361710624684	0.879754807195973	0.992331289744284	8.88 +/- 1.57	8.97 +/- 1.51	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	gln_L[e] + trp_L[c]	<=>	gln_L[c] + trp_L[e]	Transport, extracellular	SLC7A5
r1575	7.98521013688489	0.45008571547855	0.547469364614683	0.932690333429439	8.2 +/- 2.08	7.75 +/- 1.64	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	gln_L[e] + phe_L[c]	<=>	gln_L[c] + phe_L[e]	Transport, extracellular	SLC7A5
r1576	8.81284209467511	-0.46040583138644	0.498334587576823	0.932690333429439	8.59 +/- 1.64	9.05 +/- 1.78	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	gln_L[e] + tyr_L[c]	<=>	gln_L[c] + tyr_L[e]	Transport, extracellular	SLC7A5
r1578	8.03292533593615	2.19983295180621	0.245192032746596	0.926470532105121	9.09 +/- 1.45	6.89 +/- 6.67	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	gln_L[e] + leu_L[c]	<=>	gln_L[c] + leu_L[e]	Transport, extracellular	SLC7A5
r1579	9.03564442317191	-0.191649697032872	0.755730903697994	0.977357022434057	8.94 +/- 1.6	9.14 +/- 1.5	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	gln_L[e] + pro_L[c]	<=>	gln_L[c] + pro_L[e]	Transport, extracellular	SLC7A5
r1580	8.34060247902289	0.0688119882108822	0.918928097532587	0.992331289744284	8.37 +/- 1.68	8.3 +/- 1.73	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[c] + gln_L[e]	<=>	asn_L[e] + gln_L[c]	Transport, extracellular	SLC7A5
r1581	8.42153072951933	-0.307917030370183	0.645764279281237	0.951310995857865	8.27 +/- 1.66	8.58 +/- 1.71	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	gln_L[e] + val_L[c]	<=>	gln_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1583	7.42879363832792	-0.0577215407096077	0.918818877043517	0.992331289744284	7.4 +/- 1.34	7.46 +/- 1.51	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	gln_L[e] + hom_L[c]	<=>	gln_L[c] + hom_L[e]	Transport, extracellular	SLC7A5
r1584	8.3089145545107	-0.406386543543588	0.605750341926893	0.934962484278465	8.11 +/- 2.14	8.52 +/- 1.8	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	gln_L[e] + ile_L[c]	<=>	gln_L[c] + ile_L[e]	Transport, extracellular	SLC7A5
r1585	8.44927582531478	-0.591498157187273	0.359202221347211	0.926470532105121	8.17 +/- 1.74	8.76 +/- 1.47	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	met_L[c] + ser_L[e]	<=>	met_L[e] + ser_L[c]	Transport, extracellular	SLC7A5
r1586	8.90276729989579	0.0851776431257214	0.8941742638884	0.992331289744284	8.94 +/- 1.6	8.86 +/- 1.64	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ser_L[e] + trp_L[c]	<=>	ser_L[c] + trp_L[e]	Transport, extracellular	SLC7A5
r1587	8.85474051323944	-0.347126820875973	0.58296174702694	0.932690333429439	8.69 +/- 1.68	9.04 +/- 1.48	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	phe_L[c] + ser_L[e]	<=>	phe_L[e] + ser_L[c]	Transport, extracellular	SLC7A5
r1588	7.61594231304396	-1.85712552359204	0.303455830623282	0.926470532105121	6.72 +/- 6.04	8.58 +/- 1.71	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ser_L[e] + tyr_L[c]	<=>	ser_L[c] + tyr_L[e]	Transport, extracellular	SLC7A5
r1589	8.377867042654	0.646359576177025	0.377053386668891	0.932265305486178	8.69 +/- 1.68	8.04 +/- 1.98	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[c] + ser_L[e]	<=>	cys_L[e] + ser_L[c]	Transport, extracellular	SLC7A5
r1590	8.26539819428516	-0.032017435748168	0.961910035559331	0.992331289744284	8.25 +/- 1.67	8.28 +/- 1.71	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	leu_L[c] + ser_L[e]	<=>	leu_L[e] + ser_L[c]	Transport, extracellular	SLC7A5
r1591	8.37125880679129	0.660126734224335	0.330709022758641	0.926470532105121	8.69 +/- 1.68	8.03 +/- 1.71	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	pro_L[c] + ser_L[e]	<=>	pro_L[e] + ser_L[c]	Transport, extracellular	SLC7A5
r1592	7.23372096001387	2.85395707218468	0.0866140093697433	0.926470532105121	8.6 +/- 1.64	5.75 +/- 5.66	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[c] + ser_L[e]	<=>	asn_L[e] + ser_L[c]	Transport, extracellular	SLC7A5
r1593	8.22016098718018	0.512303592438796	0.43351523588898	0.932690333429439	8.47 +/- 1.64	7.95 +/- 1.64	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ser_L[e] + val_L[c]	<=>	ser_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1594	7.70687319041067	-1.14989818219723	0.0626359181758295	0.926470532105121	7.15 +/- 1.25	8.3 +/- 1.73	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ser_L[e] + thr_L[c]	<=>	ser_L[c] + thr_L[e]	Transport, extracellular	SLC7A5
r1595	7.16251717499392	0.0929778616317982	0.838292382249441	0.992331289744284	7.21 +/- 1.16	7.11 +/- 1.12	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[c] + ser_L[e]	<=>	hom_L[e] + ser_L[c]	Transport, extracellular	SLC7A5
r1596	7.00248749314404	0.157315286122638	0.700765044698654	0.965702612620571	7.08 +/- 1.08	6.92 +/- 0.96	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ile_L[c] + ser_L[e]	<=>	ile_L[e] + ser_L[c]	Transport, extracellular	SLC7A5
r1597	8.85131515179235	0.192369618341221	0.761471942172825	0.982098236044879	8.94 +/- 1.6	8.75 +/- 1.6	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	met_L[e] + trp_L[c]	<=>	met_L[c] + trp_L[e]	Transport, extracellular	SLC7A5
r1598	8.27229545574459	-1.1272682110112	0.118965847359621	0.926470532105121	7.73 +/- 1.9	8.86 +/- 1.64	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	met_L[e] + phe_L[c]	<=>	met_L[c] + phe_L[e]	Transport, extracellular	SLC7A5
r1599	8.76989017661966	-0.702715555787195	0.280221750065425	0.926470532105121	8.43 +/- 1.72	9.14 +/- 1.5	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	met_L[e] + tyr_L[c]	<=>	met_L[c] + tyr_L[e]	Transport, extracellular	SLC7A5
r1600	9.29253133202766	-0.194470487613268	0.722638223653204	0.972557428300583	9.2 +/- 1.46	9.39 +/- 1.29	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[c] + met_L[e]	<=>	cys_L[e] + met_L[c]	Transport, extracellular	SLC7A5
r1602	8.62624623294604	0.265339490899038	0.699063449390747	0.965440995969551	8.75 +/- 1.61	8.49 +/- 1.85	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	met_L[e] + pro_L[c]	<=>	met_L[c] + pro_L[e]	Transport, extracellular	SLC7A5
r1603	7.91760283192095	0.0081625399302796	0.990690161237304	0.995950462978387	7.92 +/- 1.68	7.91 +/- 1.85	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[c] + met_L[e]	<=>	asn_L[e] + met_L[c]	Transport, extracellular	SLC7A5
r1604	7.70195678493983	0.97008895000616	0.101856972523225	0.926470532105121	8.17 +/- 1.58	7.2 +/- 1.29	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	met_L[e] + val_L[c]	<=>	met_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1605	8.1046583067746	-0.0190178697176311	0.976850947807687	0.992331289744284	8.1 +/- 1.65	8.11 +/- 1.66	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	met_L[e] + thr_L[c]	<=>	met_L[c] + thr_L[e]	Transport, extracellular	SLC7A5
r1606	6.20954389312568	-1.40626659855926	0.297992491384329	0.926470532105121	5.53 +/- 4.63	6.94 +/- 0.74	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[c] + met_L[e]	<=>	hom_L[e] + met_L[c]	Transport, extracellular	SLC7A5
r1607	7.18188107743285	-0.562417590855007	0.257923059960851	0.926470532105121	6.91 +/- 0.92	7.47 +/- 1.5	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ile_L[c] + met_L[e]	<=>	ile_L[e] + met_L[c]	Transport, extracellular	SLC7A5
r1608	9.26340409576383	-0.241175522820139	0.672893187153149	0.96418599975527	9.15 +/- 1.56	9.39 +/- 1.28	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	phe_L[c] + trp_L[e]	<=>	phe_L[e] + trp_L[c]	Transport, extracellular	SLC7A5
r1609	9.12479847602346	0.365600778896683	0.490976764890907	0.932690333429439	9.3 +/- 1.19	8.93 +/- 1.46	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	trp_L[e] + tyr_L[c]	<=>	trp_L[c] + tyr_L[e]	Transport, extracellular	SLC7A5
r1610	9.35539605332244	-0.109102985509914	0.829478104137285	0.992331289744284	9.3 +/- 1.26	9.41 +/- 1.29	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[c] + trp_L[e]	<=>	cys_L[e] + trp_L[c]	Transport, extracellular	SLC7A5
r1611	8.7381204446426	0.0393403160779275	0.955529310515344	0.992331289744284	8.76 +/- 1.67	8.72 +/- 1.9	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	leu_L[c] + trp_L[e]	<=>	leu_L[e] + trp_L[c]	Transport, extracellular	SLC7A5
r1612	8.55333751306347	-0.228161915765984	0.750848320025534	0.977357022434057	8.44 +/- 1.87	8.67 +/- 1.75	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	pro_L[c] + trp_L[e]	<=>	pro_L[e] + trp_L[c]	Transport, extracellular	SLC7A5
r1613	8.37125880679129	0.660126734224336	0.33070902275864	0.926470532105121	8.69 +/- 1.68	8.03 +/- 1.71	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[c] + trp_L[e]	<=>	asn_L[e] + trp_L[c]	Transport, extracellular	SLC7A5
r1614	7.15216546918605	0.630500835725761	0.630296276474965	0.948202288820474	7.45 +/- 1.44	6.82 +/- 4.54	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	trp_L[e] + val_L[c]	<=>	trp_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1615	8.03180637282819	-0.762121773162213	0.278120659043418	0.926470532105121	7.67 +/- 1.6	8.43 +/- 1.91	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	thr_L[c] + trp_L[e]	<=>	thr_L[e] + trp_L[c]	Transport, extracellular	SLC7A5
r1616	5.47219838091066	1.25511813049983	0.619198794499495	0.944427806862817	6.07 +/- 5.86	4.82 +/- 6.91	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[c] + trp_L[e]	<=>	hom_L[e] + trp_L[c]	Transport, extracellular	SLC7A5
r1617	7.49399582186922	0.0378030715226387	0.954103338811368	0.992331289744284	7.51 +/- 1.79	7.47 +/- 1.5	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ile_L[c] + trp_L[e]	<=>	ile_L[e] + trp_L[c]	Transport, extracellular	SLC7A5
r1618	8.45395653842149	0.682071219668595	0.296967202156968	0.926470532105121	8.78 +/- 1.59	8.1 +/- 1.67	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	phe_L[e] + tyr_L[c]	<=>	phe_L[c] + tyr_L[e]	Transport, extracellular	SLC7A5
r1619	8.79161989978483	-0.587732247936151	0.41054237231887	0.932690333429439	8.51 +/- 2.01	9.1 +/- 1.52	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[c] + phe_L[e]	<=>	cys_L[e] + phe_L[c]	Transport, extracellular	SLC7A5
r1620	8.50413593006741	-0.149060875470008	0.826678817033544	0.992331289744284	8.43 +/- 1.72	8.58 +/- 1.71	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	leu_L[c] + phe_L[e]	<=>	leu_L[e] + phe_L[c]	Transport, extracellular	SLC7A5
r1621	8.50820502157004	0.835036271490866	0.573986533302083	0.932690333429439	8.91 +/- 1.9	8.07 +/- 5.04	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	phe_L[e] + pro_L[c]	<=>	phe_L[c] + pro_L[e]	Transport, extracellular	SLC7A5
r1622	8.57176659794646	0.327938012657805	0.659674911818436	0.958300127654404	8.73 +/- 2.05	8.4 +/- 1.66	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[c] + phe_L[e]	<=>	asn_L[e] + phe_L[c]	Transport, extracellular	SLC7A5
r1623	9.06077307808401	0.471492225718118	0.444130471984053	0.932690333429439	9.29 +/- 1.38	8.82 +/- 1.7	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	phe_L[e] + val_L[c]	<=>	phe_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1624	8.18550499889004	-0.229452396659973	0.732090032755468	0.972557428300583	8.08 +/- 1.65	8.3 +/- 1.73	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	phe_L[e] + thr_L[c]	<=>	phe_L[c] + thr_L[e]	Transport, extracellular	SLC7A5
r1625	6.32659120394045	-0.950203270439941	0.694861531064087	0.965440995969551	5.87 +/- 5.96	6.82 +/- 6.31	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[c] + phe_L[e]	<=>	hom_L[e] + phe_L[c]	Transport, extracellular	SLC7A5
r1626	6.83474522071154	-2.82706735469555	0.117228541993564	0.926470532105121	5.48 +/- 5.94	8.3 +/- 1.73	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ile_L[c] + phe_L[e]	<=>	ile_L[e] + phe_L[c]	Transport, extracellular	SLC7A5
r1627	9.00642719741228	-0.130780476700304	0.830712463390082	0.992331289744284	8.94 +/- 1.6	9.07 +/- 1.48	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[c] + tyr_L[e]	<=>	cys_L[e] + tyr_L[c]	Transport, extracellular	SLC7A5
r1628	9.66500232455591	-0.0460665795966921	0.902943147380397	0.992331289744284	9.64 +/- 0.93	9.69 +/- 0.96	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	leu_L[c] + tyr_L[e]	<=>	leu_L[e] + tyr_L[c]	Transport, extracellular	SLC7A5
r1629	9.16556103166397	0.0700509714777695	0.905330898907661	0.992331289744284	9.2 +/- 1.46	9.13 +/- 1.51	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	pro_L[c] + tyr_L[e]	<=>	pro_L[e] + tyr_L[c]	Transport, extracellular	SLC7A5
r1630	8.88989001403203	0.112005322008542	0.860454142510456	0.992331289744284	8.94 +/- 1.6	8.83 +/- 1.62	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[c] + tyr_L[e]	<=>	asn_L[e] + tyr_L[c]	Transport, extracellular	SLC7A5
r1631	8.63093078518398	-0.437584885166206	0.515197690873104	0.932690333429439	8.42 +/- 1.74	8.86 +/- 1.64	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	tyr_L[e] + val_L[c]	<=>	tyr_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1632	8.52015801204526	0.349920056611897	0.638552307749905	0.95007967939713	8.69 +/- 1.68	8.34 +/- 2.07	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	thr_L[c] + tyr_L[e]	<=>	thr_L[e] + tyr_L[c]	Transport, extracellular	SLC7A5
r1633	8.04761880131556	-1.00261952890447	0.1486343013755	0.926470532105121	7.57 +/- 1.7	8.57 +/- 1.73	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[c] + tyr_L[e]	<=>	hom_L[e] + tyr_L[c]	Transport, extracellular	SLC7A5
r1634	8.07502907543866	1.02565163806073	0.1136309231162	0.926470532105121	8.57 +/- 1.64	7.54 +/- 1.54	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ile_L[c] + tyr_L[e]	<=>	ile_L[e] + tyr_L[c]	Transport, extracellular	SLC7A5
r1635	9.16852154644804	-1.00083730672722	0.0781438984724005	0.926470532105121	8.69 +/- 1.68	9.69 +/- 0.96	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[e] + leu_L[c]	<=>	cys_L[c] + leu_L[e]	Transport, extracellular	SLC7A5
r1636	9.30139866972416	-0.745304377350058	0.166909473389594	0.926470532105121	8.94 +/- 1.6	9.69 +/- 0.96	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[e] + pro_L[c]	<=>	cys_L[c] + pro_L[e]	Transport, extracellular	SLC7A5
r1637	9.10575585032405	-0.337715392910523	0.563110409858134	0.932690333429439	8.94 +/- 1.6	9.28 +/- 1.31	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[c] + cys_L[e]	<=>	asn_L[e] + cys_L[c]	Transport, extracellular	SLC7A5
r1638	8.72174733376109	-0.262937676364084	0.685835720196532	0.965440995969551	8.6 +/- 1.64	8.86 +/- 1.64	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[e] + val_L[c]	<=>	cys_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1639	8.96039280543589	0.195995923010544	0.747215330960142	0.977357022434057	9.05 +/- 1.43	8.86 +/- 1.64	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[e] + thr_L[c]	<=>	cys_L[c] + thr_L[e]	Transport, extracellular	SLC7A5
r1640	7.64806502881817	1.63691835633119	0.348378751422116	0.926470532105121	8.43 +/- 1.69	6.8 +/- 6.09	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[e] + hom_L[c]	<=>	cys_L[c] + hom_L[e]	Transport, extracellular	SLC7A5
r1641	7.15617456062071	0.182980944563658	0.938987240736391	0.992331289744284	7.24 +/- 6.03	7.06 +/- 6.09	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	cys_L[e] + ile_L[c]	<=>	cys_L[c] + ile_L[e]	Transport, extracellular	SLC7A5
r1642	8.90276729989579	0.0851776431257214	0.8941742638884	0.992331289744284	8.94 +/- 1.6	8.86 +/- 1.64	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	leu_L[e] + pro_L[c]	<=>	leu_L[c] + pro_L[e]	Transport, extracellular	SLC7A5
r1643	8.69331346704903	1.27946261933537	0.039243241900575	0.926470532105121	9.31 +/- 1.27	8.03 +/- 1.71	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[c] + leu_L[e]	<=>	asn_L[e] + leu_L[c]	Transport, extracellular	SLC7A5
r1644	8.73126035110621	-0.089876483098406	0.890258696619577	0.992331289744284	8.69 +/- 1.68	8.78 +/- 1.6	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	leu_L[e] + val_L[c]	<=>	leu_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1645	8.44221764431629	-1.33285504098599	0.054332922239199	0.926470532105121	7.8 +/- 1.83	9.14 +/- 1.5	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	leu_L[e] + thr_L[c]	<=>	leu_L[c] + thr_L[e]	Transport, extracellular	SLC7A5
r1646	7.36178485659626	0.722635150905314	0.615313939838188	0.941029396413814	7.71 +/- 2.79	6.99 +/- 4.37	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[c] + leu_L[e]	<=>	hom_L[e] + leu_L[c]	Transport, extracellular	SLC7A5
r1647	8.90034168999534	-0.97448954198652	0.118117118820173	0.926470532105121	8.43 +/- 1.72	9.41 +/- 1.29	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ile_L[c] + leu_L[e]	<=>	ile_L[e] + leu_L[c]	Transport, extracellular	SLC7A5
r1648	8.53342830628247	0.439630886786997	0.500433702773354	0.932690333429439	8.74 +/- 1.54	8.3 +/- 1.73	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[c] + pro_L[e]	<=>	asn_L[e] + pro_L[c]	Transport, extracellular	SLC7A5
r1649	8.90218696839187	0.618746936627963	0.329385821525604	0.926470532105121	9.2 +/- 1.46	8.58 +/- 1.71	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	pro_L[e] + val_L[c]	<=>	pro_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1650	8.44430099101809	0.507955517085174	0.445547956611285	0.932690333429439	8.69 +/- 1.68	8.18 +/- 1.66	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	pro_L[e] + thr_L[c]	<=>	pro_L[c] + thr_L[e]	Transport, extracellular	SLC7A5
r1651	8.74083026345396	0.0286878723512523	0.967227512802485	0.992331289744284	8.75 +/- 1.9	8.73 +/- 1.6	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[c] + pro_L[e]	<=>	hom_L[e] + pro_L[c]	Transport, extracellular	SLC7A5
r1652	8.80031537223324	-0.59549102202322	0.339229539288594	0.926470532105121	8.51 +/- 1.61	9.11 +/- 1.49	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ile_L[c] + pro_L[e]	<=>	ile_L[e] + pro_L[c]	Transport, extracellular	SLC7A5
r1653	9.31390449700239	-0.536634120238723	0.332641027514131	0.926470532105121	9.06 +/- 1.66	9.59 +/- 0.99	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[e] + val_L[c]	<=>	asn_L[c] + val_L[e]	Transport, extracellular	SLC7A5
r1654	8.85919670193071	-0.356410547316125	0.572832703847938	0.932690333429439	8.69 +/- 1.68	9.04 +/- 1.48	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[e] + thr_L[c]	<=>	asn_L[c] + thr_L[e]	Transport, extracellular	SLC7A5
r1655	8.05974966702327	2.54551105904888	0.174249356690482	0.926470532105121	9.28 +/- 1.69	6.74 +/- 6.5	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[e] + hom_L[c]	<=>	asn_L[c] + hom_L[e]	Transport, extracellular	SLC7A5
r1656	8.67631018750392	1.52279134382933	0.0107027478196912	0.926470532105121	9.41 +/- 1.24	7.88 +/- 1.56	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	asn_L[e] + ile_L[c]	<=>	asn_L[c] + ile_L[e]	Transport, extracellular	SLC7A5
r1657	7.76670116053423	-0.916740071129936	0.174768298152255	0.926470532105121	7.33 +/- 1.53	8.24 +/- 1.81	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	thr_L[c] + val_L[e]	<=>	thr_L[e] + val_L[c]	Transport, extracellular	SLC7A5
r1658	8.82841784890274	-0.43194316987398	0.508247940820603	0.932690333429439	8.62 +/- 1.86	9.05 +/- 1.36	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[c] + val_L[e]	<=>	hom_L[e] + val_L[c]	Transport, extracellular	SLC7A5
r1659	8.98558505572633	-0.205455033334719	0.735091490797598	0.972557428300583	8.89 +/- 1.57	9.09 +/- 1.48	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ile_L[c] + val_L[e]	<=>	ile_L[e] + val_L[c]	Transport, extracellular	SLC7A5
r1660	7.6850003194421	0.468398105363145	0.630963641147514	0.948202288820474	7.91 +/- 2.15	7.44 +/- 2.76	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[c] + thr_L[e]	<=>	hom_L[e] + thr_L[c]	Transport, extracellular	SLC7A5
r1661	8.22108454719644	-0.563427687170171	0.456936540089077	0.932690333429439	7.95 +/- 2.1	8.51 +/- 1.67	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	ile_L[c] + thr_L[e]	<=>	ile_L[e] + thr_L[c]	Transport, extracellular	SLC7A5
r1662	8.31657890892816	1.13913884009955	0.0662658064150087	0.926470532105121	8.86 +/- 1.38	7.72 +/- 1.64	Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.1	hom_L[e] + ile_L[c]	<=>	hom_L[c] + ile_L[e]	Transport, extracellular	SLC7A5
r1664	7.48669960018873	-0.337271771233782	0.6426842998813	0.950142327778705	7.32 +/- 2.04	7.66 +/- 1.58	Y+Lat2 Utilized Transport	lys_L[e] + orn[c]	<=>	lys_L[c] + orn[e]	Transport, extracellular	SLC7A6
r1665	8.04054235689043	1.87727806257983	0.273595813435314	0.926470532105121	8.94 +/- 1.59	7.06 +/- 5.97	Y+Lat2 Utilized Transport	his_L[c] + lys_L[e]	<=>	his_L[e] + lys_L[c]	Transport, extracellular	SLC7A6
r1666	8.2945958473063	-0.244879305920119	0.712804137018385	0.971850095598758	8.18 +/- 1.72	8.42 +/- 1.62	Y+Lat2 Utilized Transport	citr_L[c] + lys_L[e]	<=>	citr_L[e] + lys_L[c]	Transport, extracellular	SLC7A6
r1668	8.73992420615359	-0.10792618111379	0.870263300958898	0.992331289744284	8.69 +/- 1.68	8.8 +/- 1.65	Y+Lat2 Utilized Transport	arg_L[e] + his_L[c]	<=>	arg_L[c] + his_L[e]	Transport, extracellular	SLC7A6
r1669	8.05042182864723	-1.31122969913293	0.0383174238655871	0.926470532105121	7.42 +/- 1.45	8.73 +/- 1.6	Y+Lat2 Utilized Transport	arg_L[e] + citr_L[c]	<=>	arg_L[c] + citr_L[e]	Transport, extracellular	SLC7A6
